cod_assunto;dsc_assunto;cod_assunto_pai;situacao
14087;Natureza Jurídica;14083;A
14088;Honorários Advocatícios;14083;A
14100;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Raça;12543;A
14101;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Cor;12543;A
14102;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Etnia;12543;A
14103;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Origem;12543;A
14104;Condição de Pessoa Idosa;12543;A
14105;Condição de Pessoa Portadora de Deficiência;12543;A
14106;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Orientação Sexual;12543;A
14107;(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Identidade de Gênero;12543;A
14108;(Fato até 10/01/2023) Análogo à Injúria Preconceituosa em Razão de Raça;12547;A
14109;(Fato até 10/0/2023) Análogo à Injúria Preconceituosa em Razão de Origem;12547;A
14110;(Fato até 10/01/2023) Análogo à Injúria Preconceituosa em Razão de Etnia;12547;A
14111;(Fato até 10/01/2023) Análogo à Injúria Preconceituosa em Razão de Cor;12547;A
14112;Condição de Pessoa  Idosa;12547;A
14113;Condição de Pessoa Portadora de Deficiência;12547;A
14114;(Fato até 10/01/2023) Análogo à Injúria Preconceituosa em Razão de Orientação Sexual;12547;A
14115;(Fato até 10/01/2023) Análogo à Injúria Preconceituosa em Razão de Identidade de Gênero;12547;A
14116;Contribuição Confederativa;13276;A
14117;Atleta Profissional;13641;A
14118;Equipamento de Proteção Individual - EPI;13875;A
14120;Subempreitada;14034;A
14121;Moratórios Comuns;8826;A
14122;Tutela Provisória de Urgência;12958;A
14124;Quebra de Sigilo Telemático;10604;A
14126;Alimentos Gravídicos;5626;A
14127;Crédito Rural;10402;A
14128;FGTS;10394;A
14129;Compensação Financeira pela Exploração de Recursos Minerais (CFEM);10106;A
14130;Sistema Prisional;9986;A
14131;Dispensa;10385;A
14132;Inexigibilidade;10385;A
14133;Concorrência;10386;A
14134;Tomada de Preço;10386;A
14135;Convite;10386;A
14136;Concurso;10386;A
14137;Leilão;10386;A
14138;Pregão;10386;A
14139;Presencial;14138;A
14140;Eletrônico;14138;A
14141;Descontos Indevidos;10337;A
14142;Adicional de Inatividade;10338;A
14143;Gratificação de Compensação Orgânica;10338;A
14144;Ajuda de Custo;10340;A
14145;Soldo Legal e Ajustado;10341;A
14146;Restituição ao Erário;10337;A
14147;Valores Antecipados na Tutela Revogada/Cassada;14146;A
14148;Acidentes;10502;A
14149;Exposição a Substâncias Tóxicas - Dicloro-Difenil-Tricloroetano (DDT/Mercúrio/Outras);14148;A
14150;Concurso Público - Nomeação/Posse Tardia;10502;A
14151;Correspondência - ECT;10502;A
14154;Devolução de Cheques;10502;A
14155;Inscrição em Cadastro Restrito de Crédito;10502;A
14156;Protesto Indevido de Títulos;10502;A
14157;Roubo/Leilão Indevido de Bem Empenhado;10502;A
14158;Saque Fraudulento;10502;A
14159;Política Pública de Preços;10502;A
14161;Tráfego de Veículo com Excesso de Peso;10502;A
14162;Acidentes;9992;A
14163;Exposição a Substâncias Tóxicas (Dicloro-Difenil-Tricloroetano (DDT / Mercúrio / Outras);14162;A
14164;Ausência/Deficiência de Fiscalização;9992;A
14165;Concurso Público - Nomeação/Posse Tardia;9992;A
14166;Ausência/Deficiência de Fiscalização;10502;A
14167;Correspondência - ECT;9992;A
14168;Devolução de Cheques;9992;A
14169;Inscrição em Cadastro Restritivo de Crédito;9992;A
14170;Protesto Indevido de Títulos;9992;A
14171;Roubo/Leilão Indevido de Bem Empenhado;9992;A
14172;Saque Fraudulento;9992;A
14173;Política Pública de Preços;9992;A
14174;Tráfego de Veículo com Excesso de Peso;9992;A
14175;Assédio Moral;9992;A
14176;Tarifa;10075;A
14177;Ciência Sem Fronteiras;12795;A
14178;Renovação de Matrícula - Inadimplência;12795;A
14179;Perda de Prazo de Matrícula;12795;A
14180;Moléstia Profissional ou Doença Grave;10255;A
14194;Acidente em Serviço;10255;A
14195;Maioridade;10253;A
14196;Índice da URP - 26,05% (1989);10313;A
14197;Índice da URP - 26,06% (1987);10313;A
14198;Natureza do Cargo Acumulável;10225;A
14199;Regime de Dedicação Exclusiva;10225;A
14200;Limite de Carga Horária - Jornada Semanal;10225;A
14201;Progressão Funcional com Interstício de Doze Meses;10236;A
14202;Lei Geral de Proteção de Dados (LGPD);9985;A
14203;Proteção de Dados Pessoais;14202;A
14204;Privacidade;14202;A
14205;Lei Geral de Proteção de Dados (LGPD);899;A
14206;Proteção de Dados Pessoais;14205;A
14207;Privacidade;14205;A
14220;Contas-  Simplificada;11693;A
14221;Falsificação ou Alteração de Documento Particular para Fins Eleitorais;11467;A
14222;Impugnação - Reclamação à Ata Geral de Eleição;12049;A
14223;Impugnação - Nomeação de Escrutinadores/Auxiliares Realizada pelo Presidente da Junta;12049;A
14224;Requerimento de justificativa por ausência ou abandono dos trabalhos eleitorais;11428;A
14225;Apuração de indícios de irregularidades informados pela Administração Pública;11684;A
14226;Crimes Previstos na Lei Maria da Penha;3603;A
14227;Crime de Descumprimento de Medida Protetiva  de Urgência;14226;A
14228;Previstos na Lei Maria da Penha;9847;A
14229;Descumprimento de Medida Protetiva de Urgência;14228;A
14236;Exercício Ilegal de Profissão ou Atividade;3692;A
14237;Sistema Financeiro Imobiliário;4839;A
14238;Produção Antecipada de Provas;10925;A
14239;Gratificação de Condição Especial de Trabalho;10338;A
14240;Matrícula - Ausência de Pré-Requisito;12795;A
14241;Restituição ao Erário;10288;A
14654;Condições Degradantes;13754;A
14655;Jornada Exaustiva;13754;A
14656;Restrição de Locomoção;13754;A
14657;Trabalho Forçado;13754;A
14658;Decorrente de Tráfico de Pessoa;13754;A
14659;Tráfico Interno de Pessoa;3400;A
14660;Remoção de Órgão;14659;A
14661;Submissão à Condição Análoga à de Escravo;14659;A
14662;Servidão;14659;A
14663;Adoção Ilegal;14659;A
14664;Exploração Sexual;14659;A
14665;Tráfico Internacional de Pessoa ;3400;A
14666;Exploração Sexual;14665;A
14667;Adoção Ilegal;14665;A
14668;Servidão;14665;A
14669;Submissão à Condição Análoga à de Escravo;14665;A
14670;Remoção de Órgão;14665;A
14672;Apadrinhamento Afetivo;12341;A
14673;Apadrinhamento Material;12341;A
14674;Apadrinhamento Prestador de Serviço;12341;A
14675;Apadrinhamento Cultural;12341;A
14684;Perseguição;3400;A
14685;Associação Criminosa;3520;A
14686;Perseguição (art. 147-A);9659;A
14687;Associação Criminosa (Art. 288);9803;A
14688;Constituição de Milícia Privada (Art. 288-A);9803;A
14689;Constituição de Milícia Privada;3520;A
14690;Condicionamento de Atendimento Médico Hospitalar Emergencial;3388;A
14691;Condicionamento de Atendimento Médico Hospitalar Emergencial (Art. 135-A);9648;A
14692;Estelionato contra Idoso;3415;A
14693;Estelionato contra Idoso (Art. 171, § 4º);9674;A
14694;DPVAT;10431;A
14698;Dano Qualificado contra a Administração Pública;3415;A
14700;Dano Qualificado contra a Administração Pública (Art. 163, parágrafo único, III);9674;A
14703;Registro Não Autorizado da Intimidade Sexual;3463;A
14704;Promoção de Migração Ilegal;3463;A
14705;Ato Obsceno;3463;A
14706;Escrito ou Objeto Obsceno;3463;A
14707;Valores Antecipados na Tutela Posteriormente Revogada/Cassada;10288;A
14708;Ajuda de Custo;10298;A
14709;Auxílio-Moradia;10298;A
14710;Diárias;10298;A
14711;Indenização de Transporte;10298;A
14712;Conversão em Pecúnia;10301;A
14713;Gratificação de Estímulo à Docência no Magistério Superior - GED;10290;A
14714;Gratificação de Estímulo à Fiscalização e à Arrecadação dos Tributos Federais - GEFA;10290;A
14715;Gratificação de Incremento da Fiscalização e da Arrecadação - GIFA;10290;A
14716;Gratificação de Biênio (Adicional Bienal);10290;A
14717;Direito à Incorporação;10295;A
14718;Portaria 474/87;10295;A
14719;Reajuste;10295;A
14720;Função Comissionada Integral - 100%;10718;A
14721;Gratificação de Atividade Executiva - GAE;10718;A
14722;Gratificação pelo Desempenho de Atividades de Apoio - GATA;10718;A
14723;Gratificação pelo Desempenho de Atividades Rodoviárias - GDAR;10718;A
14724;Gratificação de Desempenho de Atividade Técnico-Administrativo Educacional - GDAE;10718;A
14725;Gratificação de Desempenho de Atividade do Seguro Social - GDASS;10718;A
14726;Gratificação de Desempenho e Eficiência - GDE;10718;A
14727;Gratificação Específica de Publicação e Divulgação da  Imprensa Nacional %u2013 GEPDIN;10718;A
14728;Gratificação de Desempenho do Plano Geral de Cargos do Poder Executivo - GDPGPE;10718;A
14729;Gratificação de Desempenho de Atividade Técnico-Administrativa e de Suporte - GDPGTAS;10718;A
14731;Fraudes em Certames de Interesse Público;3523;A
14735;Minha Casa, Minha Vida;4839;A
14740;Protesto de CDA;4949;A
14741;Índice de 14,23%;10307;A
14742;Índice de 13,23%;10307;A
14744;Paridade Salarial;10221;A
14745;Gratificação Especial de Localidade - GEL;10718;A
14746;Gratificação de Atividade de Risco;10718;A
14747;Gratificação por Operações Especiais - GOE;10718;A
14748;Gratificação Específica de Atividade Docente do Ensino Fundamental, Médio e Tecnológico - GEAD;10718;A
14749;Gratificação de Desempenho da Carreira da Previdência, da Saúde e do Trabalho - GDPST;10718;A
14750;Frentista;6100;A
14751;Agente Cancerígeno;6100;A
14752;Agente Agressivo - Biológico;6100;A
14753;Agente Agressivo - Químico;6100;A
14754;Agente Agressivo - Poeira;6100;A
14755;Agente Agressivo - Ruído;6100;A
14756;Agente Agressivo - Eletricidade;6100;A
14757;Crédito Direto ao Consumidor - CDC;7752;A
14758;Crédito Rotativo;7752;A
14759;Tratamento Domiciliar (Home Care);12481;A
14760;Tratamento Domiciliar (Home Care);12482;A
14761;Garimpeiro;6100;A
14762;Cômputo de Período Rural Remoto;12399;A
14763;Vigilante;6100;A
14764;Talidomida;6100;A
14765;Hanseníase;6100;A
14766;Seringueiro;6100;A
14767;Professor;6100;A
14768;Pessoa com Deficiência;6100;A
14769;Por Idade;14768;A
14770;Por Tempo de Contribuição;14768;A
14771;Adicional de 25%;6095;A
14772;Urbana (art. 42/44);6095;A
14773;Rural (art. 42/44);6095;A
14779;Caça Ilegal e Condutas Equiparadas;3619;A
14780;Comércio, Posse ou Tráfico Proveniente de Caça Ilegal;3619;A
14781;Importação Ilegal de Espécies Proibidas ou Controladas;3619;A
14782;Maus Tratos;3619;A
14783;Fauna Aquática Afetada por Traslado ou Descarte de Resíduos/Efluentes, ou Poluição ou Degradação da Água;3619;A
14784;Pesca Ilegal;3619;A
14785;Comércio, Posse ou Tráfico Proveniente de Pesca Ilegal;3619;A
14786;Destruição ou Degradação;3620;A
14787;Destruição ou Degradação por Incêndio ou Perigo de Incêndio;3620;A
14788;Destruição ou Degradação Mediante Desmatamento ou Exploração Econômica;3620;A
14789;Extração ou Exploração Ilegal de Madeira e Condutas Equiparadas;3620;A
14790;Comércio ou Posse Proveniente de Extração Ilegal de Madeira ;3620;A
14791;Mineração Ilegal em Floresta;3620;A
14792;Dano à Propriedade;3620;A
14793;Outros Atos Contra o Meio Ambiente;3620;A
14794;Traslado ou Descarte de Resíduos/Efluentes;3621;A
14795;Mineração Ilegal;3621;A
14796;Posse ou Uso, ou Tráfico de Substância Tóxica ou Perigosa;3621;A
14797;Traslado ou Descarte de Resíduos de Substância Tóxica ou Perigosa;3621;A
14798;Estabelecimentos, Obras ou Serviços Potencialmente Poluidores;3621;A
14799;Outros Atos Contra o Meio Ambiente;3621;A
14800;Ato ou Omissão Praticado por Funcionário Público em Abuso de Função;10986;A
14801;Atos Contrários à Fiscalização e ao Sistema de Aplicação da Lei;10986;A
14802;Falsidade;10986;A
14803;Tráfico de Material Nuclear;3623;A
14804;Outros Atos que Potencialmente Causam Poluição ou Degradação por Radiação;3623;A
14805;Atos Contra a Segurança por Violação de Sigilo;3623;A
14806;Adicional de 25%;6101;A
14808;Rural (art. 59/63);6101;A
14809;Urbano (art. 60);6101;A
14810;Acidente de Trabalho;6104;A
14811;Rural (Pensão por Morte (Art. 74/9));6104;A
14812;Estudante Universitário;14811;A
14813;Menor sob Guarda;14811;A
14814;Óbito de Pai/Mãe;14811;A
14815;Óbito de Cônjuge;14811;A
14816;Óbito de Filho/Filha;14811;A
14817;Filho Maior e Inválido;14811;A
14818;Urbana (Pensão por Morte (Art. 74/9));6104;A
14819;Estudante Universitário;14818;A
14820;Menor sob Guarda;14818;A
14821;Óbito de Pai/Mãe;14818;A
14822;Óbito de Cônjuge;14818;A
14823;Óbito de Companheiro/Companheira;14818;A
14824;Óbito de Companheiro/Companheira;14811;A
14825;Óbito de Filho/Filha;14818;A
14826;Filho Maior e Inválido;14818;A
14827;Rural;6103;A
14828;Urbano;6103;A
14829;Trabalhadora Avulsa;14828;A
14830;Empregada Doméstica;14828;A
14831;Contribuinte Individual ou Segurada Desempregada;14828;A
14832;Descontos Indevidos;6173;A
14833;Restituição ao Erário;6173;A
14834;Valores Antecipados na Tutela Posteriormente Revogada;14833;A
14835;Ação Regressiva;14833;A
14837;Cálculo do Benefício com Base na Regra Definitiva Prevista no Art. 29 da Lei 8.213/1991, Quando Mais Favorável que a Regra de Transição Contida no Art. 3º da Lei 9.876/1999;6120;A
14838;Averbação/Cômputo de Tempo de Serviço com Base em Sentença Trabalhista Homologatória de Acordo;6181;A
14839;Averbação/Cômputo de Auxílio Doença Não Acidentário como Tempo de Serviço;6181;A
14840;Defensoria Pública;10655;A
14841;Defensores Dativos ou Ad Hoc;10655;A
14842;Execução por RPV - Fracionamento;10655;A
14843;Incidência após Transação;10655;A
14844;Redução dos Honorários Contratuais;10655;A
14845;Incidência na Execução Não Embargada;10656;A
14846;Devolução;8928;A
14847;Ausência de Prévio Requerimento Administrativo;8942;A
14849;Homologação;8938;A
14850;Desistência do Recurso;14849;A
14851;Transação;14849;A
14852;Pagamento do Débito;9414;A
14853;Prescrição Intercorrente;9414;A
14854;Valor Irrisório;9414;A
14855;Parte Incontroversa;10673;A
14856;Habilitação de Herdeiros;9484;A
14857;Suspensão da Execução;9148;A
14858;Ausência de Bens Penhoráveis;14857;A
14859;Parcelamento;14857;A
14860;Incidência do Manual de Cálculos da Justiça Federal;10685;A
14861;Inclusão de Expurgos Inflacionários;10685;A
14862;Testemunha;10940;A
14863;Perito;10940;A
14864;Perícia Judicial;8990;A
14865;Indeferida;14864;A
14866;Não Realizada;14864;A
14867;Designada em Outra Localidade;14864;A
14868;Contagem de Prazo;12420;A
14869;Interposição Recursal em Juízo Incompetente;12420;A
14870;Custas Estaduais;9050;A
14871;Custas do Recurso;9050;A
14872;Ausência de Recolhimento;9050;A
14873;Complemento;9050;A
14874;Razões Dissociadas;10666;A
14875;Ação Controlada;10604;A
14876;Captação Ambiental de Sinais Eletromagnéticos, Ópticos e Acústicos;10604;A
14877;Colaboração Premiada;10604;A
14878;Cooperação entre Instituições e Órgãos Públicos na Busca de Provas/Informações;10604;A
14879;Infiltração de Agentes;10604;A
14880;Questões Incidentes;1209;A
14881;Destinação de Bens e Mercadorias/Coisas Apreendidas;14880;A
14882;Destinação de Recursos Decorrentes da Pena de Prestação Pecuniária;14880;A
14884;Fundo de Saúde do Exército - FUSEX;6082;A
14885;Fundo de Saúde da Aeronáutica - FUNSA;6082;A
14886;Fundo de Saúde da Marinha - FUSMA;6082;A
14887;Adicional de Plantão Hospitalar;6048;A
14888;Indenização a Anistiados Políticos, Civis ou Militares;6048;A
14889;Sobre a Receita Bruta (Substitutiva);6048;A
14890;Cooperativa;6035;A
14891;Concessionárias de Veículos;6035;A
14892;Equiparação com Instituições Financeiras;6035;A
14893;Locação de Bem Móvel e Imóvel;6035;A
14894;Regime Monofásico;6035;A
14895;Cooperativa;6039;A
14896;Concessionárias de Veículos;6039;A
14897;Locação de Bem Móvel e Imóvel;6039;A
14898;Regime Monofásico;6039;A
14899;Cofins;6013;A
14900;PIS;6013;A
14909;Prisão Ilegal;9992;A
14910;Acidente Ferroviário;14148;A
14911;Acidente Ferroviário;14162;A
14912;Cessão de Créditos;10672;A
14913;Cadastro de Indadimplentes - CADIN;10394;A
14914;Contrato Administrativo;10395;A
14915;Despejo por Inadimplemento;9593;A
14916;Fornecimento;9580;A
14917;Cessão de Direitos;9580;A
14918;Confissão/Composição de Dívida;9580;A
14919;Atraso na Entrega do Imóvel;10439;A
14920;Atraso na Entrega do Imóvel;10433;A
14921;Direito Autoral;10439;A
14922;Direito Autoral;10433;A
14923;Partilha;7664;A
14924;Partilha;7656;A
14925;Repetição do Indébito;6220;A
14926;Revisão de Juros Remuneratórios, Capitalização/Anatocismo;7752;A
14927;Retificação;7895;A
14929;Comutação de Pena;7791;A
14930;Falta Grave;7791;A
14931;Contagem de Prazo para os Benefícios;7791;A
14932;Monitoração Eletrônica;7791;A
14933;Saídas Temporárias;7791;A
14934;Unificação de Pena;7791;A
14935;Monitoração Eletrônica - Medida Cautelar;1209;A
14936;Inelegibilidade - Perda de Mandato;11595;A
14938;Inelegibilidade - Suspensão dos Direitos Políticos por Ato Doloso de Improbidade Administrativa;11595;A
14939;Inelegibilidade - Responsável por Doação Tida com Ilegal;11595;A
14940;Intempestividade;11615;A
14941;Percentual de Gênero;11615;A
14942;Violência Psicológica contra a Mulher;3400;A
14943;Lesão Cometida em Razão da Condição de Mulher;3385;A
14944;Análogo à Violência Psicológica contra a Mulher;9659;A
14945;Análogo à Lesão Corporal em Razão da Condição de Mulher;9641;A
14946;PIS - Cofins;6013;A
14947;Cofins;10959;A
14948;PIS;10959;A
14949;PIS - Cofins;10959;A
14950;Pagamento;5990;A
14951;Honorários Advocatícios;6017;A
14952;Encargo de 20%;14951;A
14953;Adesão a Programa de Parcelamento de Débito;14951;A
14954;Inspeção em Estabelecimento Penal;10015;A
14955;Inspeção na Área de Execução Penal e Corregedoria dos Presídios;10015;A
14956;Interdição de Estabelecimento Penal;10015;A
14957;Restituição de Coisas Apreendidas;14881;A
14958;Destruição ou Destinação das Coisas Apreendidas;14881;A
14959;Avaliação e Venda em Leilão Público;14881;A
14960;Encaminhamento ao Comando do Exército;14881;A
14962;Isenção sobre Bens Contidos em Remessas Postais Internacionais ;5941;A
14963;Sobre Aquisição de Bens/Veículos ;5945;A
14964;Veículos;14963;A
14965;Motorista de Táxi;14964;A
14966;Pessoa Portadora de Deficiência;14964;A
14967;Sobre Importação de Bens/Veículos;5945;A
14986;Admissão Temporária;14967;A
14987;Veículos - Uso Próprio;14967;A
14988;Incidência sobre Ajuda de Custo;5917;A
14989;Atividade Parlamentar;14988;A
14992;Incidência sobre Benefícios Pagos Acumuladamente;5917;A
14993;Incidência sobre Serviços Técnicos Prestados a Organismos Internacionais (PNUD/UNESCO/ONU);5917;A
14994;Incidência sobre Indenização a Anistiados Políticos, Civis ou Militares;5917;A
14995;Incidência sobre Indenização por Rescisão de Contrato de Trabalho;5917;A
14996;Redução de Alíquota IR/CSLL - Serviços Hospitalares;5933;A
15001;Áreas de Livre Comércio - ZFM e/ou Outras;5915;A
15002;Operações Comerciais;15001;A
15003;Saída Temporária - Mercadorias;15001;A
15004;Saída Temporária - Veículos;15001;A
15005;Multa por Descumprimento de Obrigação Acessória;5985;A
15006;Infração à Legislação Previdenciária;15005;A
15007;Infração à Legislação Trabalhista;15005;A
15008;Mudanças Climáticas;10110;A
15012;Indivisibilidade da Chapa;11615;A
15014;Ausência ou Irregularidade no CNPJ;11747;A
15016;Propaganda Política - Propaganda Eleitoral - Carreata/Caminhada/Passeata;11652;A
15017;Alteração da Estrutura Orgânica de Tribunal;11572;A
15018;Candidatura Avulsa;11615;A
15019;Autuação e Processamento;11557;A
15020;Denunciação Caluniosa para Fins Eleitorais;11467;A
15031;Jornada Especial;10287;A
15033;Objetos de Cartas Precatórias Criminais;1209;A
15034;Citação;15033;A
15035;Intimação;15033;A
15036;Diligências;15033;A
15037;Alvará de Soltura;15033;A
15038;Prisão Preventiva;15033;A
15039;Prisão Temporária;15033;A
15040;Busca e Apreensão;15033;A
15041;Oitiva;15033;A
15042;Interrogatório;15033;A
15043;Prisão Domiciliar;15033;A
15044;Comunicação de Prisão - BNMP;15033;A
15046;Investigação de Paternidade Pós Morte;5626;A
15047;Reconhecimento/Dissolução Sócio Afetivo Pós Morte;5626;A
15048;Superendividamento;1156;A
15051;Reintegra;6089;A
15052;Taxa de Fiscalização de Instalação;5957;A
15053;Taxa de Fiscalização de Funcionamento;5957;A
15054;Taxa de Fiscalização de Vigilância Sanitária;5957;A
15055;Taxa de Serviço Administrativo - TSA;5957;A
15056;Acordo de Não Persecução Penal;1209;A
15066;Aplicação INPC/IPCA - Atualização FGTS;9985;A
15068;Retificação de Outros Dados;7725;A
15069;Requisição de Registro de Nascimento;7725;A
15070;Duplicidade de Assentos de Nascimento;7725;A
15071;Restauração de Registro de Nascimento;7725;A
15072;Violência Institucional;3603;A
15073;Violência Institucional;9847;A
15074;Restauração de Registro Público;7724;A
15075;Anulação do Registro de Casamento;7725;A
15076;Cancelamento de Cláusulas de Inalienabilidade;7895;A
15077;Cancelamento de Bem de Família;7895;A
15087;Inventário Negativo;7673;A
15088;Indignidade;7673;A
15089;Partido Político - Órgão de Direção Zonal;11764;A
15091;Mesário Não Convocado Pessoalmente;11583;A
15104;Corte Interamericana de Direitos Humanos;6191;A
15105;Sentenças da Corte Interamericana de Direitos Humanos;15104;A
15106;Medidas Provisórias da Corte Interamericana de Direitos Humanos;15104;A
15107;Caso Ximenes Lopes vs. Brasil;15105;A
15108;Caso Nogueira de Carvalho e Outro vs. Brasil;15105;A
15109;Caso Escher e Outros vs. Brasil;15105;A
15110;Caso Garibaldi vs. Brasil;15105;A
15111;"Caso Gomes Lund e Outros (""Guerrilha do Araguaia) vs. Brasil";15105;A
15112;Caso Trabalhadores da Fazenda Brasil Verde vs. Brasil;15105;A
15113;Caso Favela Nova Brasília vs. Brasil;15105;A
15114;Caso Povo Indígena Xucuru e seus Membros vs. Brasil;15105;A
15115;Caso Herzog e Outros vs. Brasil;15105;A
15116;Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil;15105;A
15117;Caso Márcia Barbosa de Souza e Outros vs. Brasil;15105;A
15118;Caso Neusa dos Santos Nascimento e Outra vs. Brasil;15105;A
15119;Caso Airton Honorato vs. Brasil;15105;A
15120;Caso Tavares Pereira e Outros vs. Brasil;15105;A
15121;Caso Sales Pimenta vs. Brasil;15105;A
15122;Caso do Complexo Penitenciário de Pedrinhas, Maranhão;15106;A
15123;Caso do Complexo Penitenciário do Curado, Pernambuco;15106;A
15124;Caso do Instituto Penal Plácido de Sá Carvalho, Rio de Janeiro;15106;A
15125;Caso da Unidade de Internação Socioeducativa, Espírito Santo;15106;A
15126;Religião;12543;A
15127;Crimes de Preconceito;3603;A
15128;Intolerância e/ou Injúria Racial, de Cor e/ou Etnia;15127;A
15129;Intolerância Religiosa;15127;A
15130;Intolerância e/ou Injúria por Procedência Nacional;15127;A
15131;Intolerância e/ou Injúria por Orientação Sexual;15127;A
15132;Intolerância e/ou Injúria por Identidade ou Expressão de Gênero;15127;A
15133;Religião;12547;A
15134;Análogos a Crimes de Preconceito;9847;A
15135;Intolerância e/ou Injúria Racial, de Cor e/ou Etnia;15134;A
15136;Intolerância Religiosa;15134;A
15137;Intolerância e/ou Injúria por Procedência Nacional;15134;A
15138;Intolerância e/ou Injúria por Orientação Sexual;15134;A
15139;Intolerância e/ou Injúria  por Identidade ou Expressão de Gênero;15134;A
15141;Propaganda Política Irregular;11772;A
15142;Propaganda Política Irregular - Violência contra a Mulher;11772;A
15143;Violência contra a Mulher Candidata ou no Exercício do Mandato Eletivo;11482;A
15144;Percentual de Candidaturas de Pessoas Negras;11684;A
15145;Percentual de Candidaturas Femininas;11684;A
15146;Dissidência Partidária ou Federativa;11615;A
15147;Crimes contra o Estado Democrático de Direito;287;A
15148;Atentado à Soberania;15147;A
15149;Atentado à Integridade Nacional;15147;A
15150;Espionagem;15147;A
15151;Abolição Violenta do Estado Democrático de Direito;15147;A
15152;Golpe de Estado;15147;A
15153;Interrupção do Processo Eleitoral;15147;A
15154;Violência Política;15147;A
15155;Sabotagem;15147;A
15156;Candidatura Coletiva;11615;A
15169;Motivação Político Partidária (Provimento CNJ 135/2022);287;A
15173;Violência Doméstica e Familiar contra Criança e Adolescente;5626;A
15174;Violência Doméstica e Familiar contra Criança e Adolescente;287;A
15175;Violência Doméstica e Familiar contra Criança e Adolescente;9634;A
15176;Violência Doméstica e Familiar contra Criança e Adolescente;9964;A
15177;Homicídio Qualificado Contra Menor de 14 Anos (Lei Henry Borel);3369;A
15178;Homicídio Qualificado Contra Menor de 14 Anos (Lei Henry Borel);9635;A
15179;Crimes Previstos na Lei Henry Borel;3603;A
15180;Descumprimento de Medida Protetiva (Lei Henry Borel);15179;A
15181;Previstos na Lei Henry Borel;9847;A
15182;Descumprimento de Medida Protetiva (Lei Henry Borel);15181;A
15184;Direito de Acesso à Informação;9986;A
15189;Morte Presumida;5754;A
15197;Inspeção em Acolhimento Institucional;9633;A
15198;Inspeção em Família Acolhedora;9633;A
15199;Inspeção em Instituição de Execução de Medida Socioeducativa;9633;A
15218;Autorização para Interrupção de Gravidez (Aborto);12480;A
15219;Prestação de Contas;899;A
15220;Registro Civil de Indígena (Povos Originários);7725;A
15221;Auxílio Brasil (Lei 14.284/2021);12734;A
15222;Revisão da Vida Toda (Tema 1102 de Repercussão Geral);6119;A
15236;Assédio Eleitoral;11583;A
15300;Pagamento por Serviços Ambientais;10110;A
15301;Dano Moral Coletivo Decorrente de Dano Ambiental;10110;A
15302;Cadastro Ambiental Rural;10110;A
15304;Recurso de Origem Não Identificada;11684;A
15305;Fonte Vedada;11684;A
15306;Nome Social;5754;A
15307;Representação em Propaganda Partidária;12064;A
15308;Alistamento Eleitoral - Registro no BPSPD - Duplicidade/Pluralidade;11574;A
15310;Maus Tratos (art. 136);9648;A
15365;Enchentes no Rio Grande do Sul em 2024;12467;A
15367;SPVAT;10431;A
15368;Auxílio Reconstrução (MP 1219/2024);12734;A
15369;Atos Administrativos em Execução Penal;9985;A
15370;Prestação de Contas;15369;A
15371;Obtenção e Aplicação de Recursos de Assistência ao Preso pelo Conselho da Comunidade;15369;A
15372;Apresentação de Relatórios Mensais pelo Conselho da Comunidade;15369;A
15373;Crimes em Licitações e Contratos Administrativos;287;A
15374;Contratação Direta Ilegal;15373;A
15375;Frustração do Caráter Competitivo de Licitação;15373;A
15376;Patrocínio de Contratação Indevida;15373;A
15377;Modificação ou Pagamento Irregular em Contrato Administrativo;15373;A
15378;Perturbação de Processo Licitatório;15373;A
15379;Violação de Sigilo em Licitação;15373;A
15380;Afastamento de Licitante;15373;A
15381;Fraude em Licitação ou Contrato;15373;A
15382;Contratação Inidônea;15373;A
15383;Impedimento Indevido;15373;A
15384;Omissão Grave de Dado ou de Informação por Projetista;15373;A
15385;Em Licitações e Contratos Administrativos;9634;A
15386;Contração Direta Ilegal (art. 337-E);15385;A
15387;Frustração do Caráter Competitivo de Licitação (art. 337-F);15385;A
15388;Patrocínio de Contratação Indevida (art. 337-G);15385;A
15389;Modificação ou Pagamento Irregular em Contrato Administrativo (art. 337-H);15385;A
15390;Perturbação de Processo Licitatório (art. 337-I);15385;A
15391;Violação de Sigilo em Licitação (art. 337-J);15385;A
15392;Afastamento de Licitante (art. 337-K);15385;A
15393;Fraude em Licitação ou Contrato (art. 337-L);15385;A
15394;Contratação Inidônea (art. 337-M);15385;A
15395;Impedimento Indevido (art. 337-N);15385;A
15396;Omissão Grave de Dado ou de Informação por Projetista (art. 337-O);15385;A
15397;Crimes de Abuso de Autoridade (Lei 13.869/2019);3603;A
15398;De Abuso de Autoridade (Lei 13.689/2019);9847;A
15399;Violência Política de Gênero;11497;A
15400;Violência Política de Gênero (art. 326-B do Código Eleitoral);9847;A
